path,sizeBytes,extension,topLevelArea,category,generated,regenerable,uniqueEvidence,supersededBy,possibleDuplicateGroup,recommendedAction,actionConfidence,reason
data/evidence/match_91119257/raw/postgame_scoreboard.png,929064,.png,data,canonical,false,false,true,,,keep_in_place,medium,Data manifest or compact evidence input.
data/evidence/match_91119257/raw/README.md,622,.md,data,canonical,false,false,true,,,keep_in_place,medium,Data manifest or compact evidence input.
data/replay-manifest.json,4909,.json,data,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
docs/24-lane-occupancy-human-review.md,1740,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/ARCHITECTURE.md,2681,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/CODEX_QUEUE_RUNNER.md,4351,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/DATA_DICTIONARY.md,3876,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/DECISIONS.md,12641,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/EXPERIMENT_INDEX.md,3330,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/PARSER_FAILURE_CATALOG.md,2271,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/PROJECT_ROADMAP.md,10051,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/PROJECT_STATE.md,19392,.md,docs,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
docs/REPOSITORY_GUIDE.md,2858,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
docs/WORKFLOW.md,5480,.md,docs,historical_record,false,false,false,,,keep_but_index,medium,Documentation or project memory.
eslint.common.config.js,1567,.js,eslint.common.config.js,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/01-validate-replay.js,4048,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/02-inspect-player-fields.js,7412,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/03-normalize-player-snapshots.js,13949,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/04-analyze-controller-pawn-lifecycle.js,24741,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/05-discover-game-clock.js,18369,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/06-reconcile-tick-domains.js,20733,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/07-player-timeline.js,34062,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/08-analyze-data-quality.js,36142,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/09-build-canonical-player-timeline.js,42174,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/10-map-hero-identities.js,24569,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/11-reconcile-hero-identities.js,24372,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/12-identify-replay-build.js,28286,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/13-enrich-heroes-and-map-lanes.js,25580,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/14-discover-items-and-upgrades.js,27385,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/15-decode-upgrade-tokens.js,47100,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/16-reconcile-lane-topology.js,28330,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/17-build-spatial-presence-model.js,37465,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/18-build-movement-segments.js,44334,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/19-audit-rotation-candidates.js,46359,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/20-resolve-journey-destinations.js,51653,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/21-validate-and-consolidate-rotation-candidates.js,48953,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/22-build-lane-occupancy-model.js,45439,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/23-calibrate-lane-occupancy.js,45759,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-autonomous-independent-lane-occupancy-audit.js,40866,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-build-stratified-lane-occupancy-validation.js,12838,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-diagnose-lane-occupancy-episode-regression.js,35279,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-prototype-uncertainty-aware-lane-episode-segmentation.js,51573,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-revise-lane-occupancy-model.js,60362,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-score-lane-occupancy-validation.js,10022,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
experiments/24-validate-occupancy-holdout.js,20396,.js,experiments,unknown,false,false,false,,,investigate,low,No safe classification rule matched.
LICENSE,1081,,LICENSE,duplicate,false,false,false,,exact_001,investigate,medium,Exact content duplicate detected; removal requires approval and provenance check.
output/24-annotated-original-occupancy-episodes.json,25596,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-autonomous-episode-evidence-audit.json,252581,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-autonomous-point-evidence-audit.json,588910,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-autonomous-validation-gate.json,672,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-cross-model-agreement.json,62418,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-dynamic-programming-occupancy-episodes.json,45644,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-ablation-candidates.json,12347,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-ablation-comparison.json,13925,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-reconstruction-candidate.json,532,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-regression-diagnosis.json,251790,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-regression-summary.json,1676,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-review-samples.json,67093,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-review-unlabeled-template.json,83421,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-episode-revision-gate.json,348,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-holdout-comparison.json,1273,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-holdout-original-evidence-audit.json,248268,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-holdout-revised-evidence-audit.json,250376,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-holdout-sample-set.json,103524,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-holdout-validation-gate.json,291,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-human-review-gate.json,882,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-hysteresis-occupancy-episodes.json,7673,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-independent-evidence-summary.json,9894,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-minimal-human-review-queue.json,88069,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-occupancy-revision-baseline.json,3772,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-occupancy-revision-candidates.json,147230,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-occupancy-revision-comparison.json,132480,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-occupancy-revision-gate.json,684,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-occupancy-sensitivity-analysis.json,137169,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-point-review-samples.json,87434,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-point-review-unlabeled-template.json,114904,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-revised-autonomous-episode-evidence-audit.json,155188,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-revised-autonomous-point-evidence-audit.json,267048,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-revised-lane-occupancy.json,7554076,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-revised-occupancy-episodes.json,668543,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-revised-occupancy-sensitivity-analysis.json,133973,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-sequential-architecture-comparison.json,21339,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-sequential-architecture-gate.json,643,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-sequential-architecture-sensitivity.json,14387,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-sequential-observation-evidence.json,4524213,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/24-windowed-evidence-occupancy-episodes.json,22475,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-entity-matches.json,47003,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-frame-extraction-gate.json,1113,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-frame-manifest.jsonl,269418,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-frame-quality.json,488245,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-frame-requests.json,148830,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-frame-summary.json,68572,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-visibility-audit.json,320962,.json,output,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
output/match_91119257/annotation-visibility-gate.json,582,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/annotation-visibility-summary.json,3473,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-before-after.json,2752,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-failure-reproduction.json,2302,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-gate.json,604,.json,output,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
output/match_91119257/baseline-709-hypothesis-evaluation.json,7676,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-raw-message-audit.json,2757,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-recovery-experiments.json,3593,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-store-snapshots.json,17399,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-trace.jsonl,98586,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-709-validation.json,971,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/baseline-neighborhood-audit.json,17694,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/canonical-landmarks.json,104655,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/canonical-map-aliases.json,1831,.json,output,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
output/match_91119257/contact-sheet-manifest.json,13880,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/demo-override-validation.json,1160,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/dense-review-annotation-summary.json,36573,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/dense-review-candidate-shortlist.json,144250,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/dense-review-escalations.json,828,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/dense-review-frame-manifest.jsonl,933884,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e085-e088-video-timeline.json,48182,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-candidate-comparison.json,67976,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-clock-ocr-review.json,4073,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-frame-provenance.json,3228,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-mapping-decision.json,2080,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-resolution-gate.json,642,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-resolution.json,7446,.json,output,superseded,false,false,true,output/match_91119257/e088-canonical-mapping.json,,move_to_archive,medium,Version-chain or canonical map marks this as superseded but historically useful.
output/match_91119257/e088-source-row-audit.json,5920,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/e088-visual-review.json,1914,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/entity-5594-failure-reproduction.json,2908,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/entity-5594-hypothesis-evaluation.json,3885,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/entity-5594-recovery-experiments.json,4531,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/entity-5594-registry-snapshots.json,1830,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/entity-5594-trace.jsonl,311,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/event-alignment.json,100787,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/full-tracked-player-telemetry.jsonl,77637,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-manual-ground-truth.json,7723,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-ocr-candidates.jsonl,76005,.jsonl,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-ocr-environment.json,2203,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-ocr-evaluation.json,9028,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-ocr-gate.json,912,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/game-clock-ocr-results.jsonl,0,.jsonl,output,duplicate,false,false,false,,exact_002,investigate,medium,Exact content duplicate detected; removal requires approval and provenance check.
output/match_91119257/human-review-alias-evidence.json,6488,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/human-review-final-gate.json,3379,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/human-review-unresolved-items.json,1930,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/human-validated-visual-landmarks.json,73806,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/input-file-manifest.json,3778,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/landmark-observations.json,120644,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/local-media-manifest.json,1672,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/manual-review-form-v2-completed.csv,4075,.csv,output,duplicate,false,false,false,,exact_003,investigate,medium,Exact content duplicate detected; removal requires approval and provenance check.
output/match_91119257/manual-review-form-v2-completed.json,89921,.json,output,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
output/match_91119257/manual-review-form-v2.csv,20635,.csv,output,superseded,false,false,true,output/match_91119257/manual-review-form-v2-completed.csv,,move_to_archive,medium,Version-chain or canonical map marks this as superseded but historically useful.
output/match_91119257/manual-review-form-v2.json,196748,.json,output,superseded,false,false,true,output/match_91119257/manual-review-form-v2-completed.json,,move_to_archive,medium,Version-chain or canonical map marks this as superseded but historically useful.
output/match_91119257/manual-review-form.csv,115493,.csv,output,superseded,false,false,true,output/match_91119257/manual-review-form-v2-completed.csv,,move_to_archive,medium,Version-chain or canonical map marks this as superseded but historically useful.
output/match_91119257/manual-review-form.json,113179,.json,output,superseded,false,false,true,output/match_91119257/manual-review-form-v2-completed.json,,move_to_archive,medium,Version-chain or canonical map marks this as superseded but historically useful.
output/match_91119257/manual-review-human-responses.csv,4075,.csv,output,duplicate,false,false,false,,exact_003,investigate,medium,Exact content duplicate detected; removal requires approval and provenance check.
output/match_91119257/manual-review-human-responses.json,73910,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/manual-review-instructions.md,1695,.md,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/manual-review-package-manifest.json,5170,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/manual-review-package-v2-manifest.json,1279,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/minimized-manual-review.json,20811,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/ocr-feasibility.json,2813,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/parser-entity-5594-diagnostic.json,1841,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/parser-recovery-before-after.json,2931,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/parser-recovery-gate.json,1134,.json,output,canonical,false,false,true,,,keep_in_place,high,Current canonical map points here.
output/match_91119257/parser-recovery-log.json,433714,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/parser-recovery-validation.json,908,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/provisional-human-review-observations.json,2575,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/representative-visual-intervals.json,37058,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/structural-entity-telemetry.json,1134067,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/tracked-player-telemetry.json,556,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/updated-event-alignment.json,104254,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/updated-tracked-player-telemetry.json,58113,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/updated-validation-report.json,1376,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/validation-report.json,3162,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/video-decoder-audit.json,2657,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
output/match_91119257/video-demo-time-alignment.json,10287,.json,output,unique_evidence,true,false,true,,,keep_but_index,medium,Tracked output is treated as evidence unless superseded explicitly.
